Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³)
12/7/2023,37.83928032,83.69445652,7.759833362,18.26449858,5.496803902,0.863407738,19.41699221
12/8/2023,50.71876462,125.3460938,8.154326389,20.01809028,6.552901872,0.994680556,17.09408333
12/9/2023,79.65388889,188.8768229,9.470009662,22.93621528,6.679493056,0.843524306,25.01610417
12/10/2023,103.7936806,267.8394965,11.77865278,27.61211111,7.279722222,1.177201389,25.67861111
12/11/2023,118.3770933,314.2752446,24.85710804,39.29022222,8.430798913,1.679819444,17.96380435
12/12/2023,164.0710035,363.5097778,20.70814401,36.86760003,8.809375,1.824242744,23.27270884
12/13/2023,165.015162,396.1156944,13.24797612,37.97249318,7.315814211,1.693796296,23.56952364
12/14/2023,174.0327546,410.7038321,21.66355903,35.50081019,7.65609375,1.945810185,22.1600307
12/15/2023,141.5733142,371.1172343,22.11186819,37.49387539,6.597158565,1.88416088,23.87639964
12/16/2023,157.177662,419.4763889,30.92401936,49.44764757,6.842465278,1.558634259,24.40873925
12/17/2023,178.8310268,427.467964,16.11881829,26.6000571,8.42979332,1.798240741,25.98047476
12/18/2023,148.0310034,365.019641,12.04851854,28.24869108,9.601848833,1.850749684,27.03432788
12/19/2023,158.003948,353.3774665,38.57290887,28.9705876,8.843542421,2.117939815,23.39372937
12/20/2023,124.746754,316.2925316,12.32925408,21.77045261,8.403113174,1.770264442,25.93848304
12/21/2023,156.0870798,396.022471,27.48587384,27.33291956,7.747453178,2.267482639,25.9602064
12/22/2023,170.044821,387.1147664,23.71226029,26.26924769,8.380023148,2.584351852,25.54999421
12/23/2023,146.4618545,316.5938518,19.05620139,21.80773611,5.761225071,2.084105903,20.67784992
12/24/2023,120.6207226,281.6547343,18.71108796,24.93941551,6.018292824,2.040474537,22.97116705
12/25/2023,109.9720827,235.5630849,13.21592014,18.85862269,6.49869957,1.58112037,22.9976331
12/26/2023,141.6849973,328.1235239,19.10427989,27.68325231,6.568784722,2.099728009,23.26303819
12/27/2023,153.3759722,352.81532,19.98538778,26.30388889,5.926896991,2.005740741,24.39769444
12/28/2023,167.1086302,382.1915646,17.44764041,24.66574318,6.174042522,1.804481481,22.85204367
12/29/2023,129.1491898,299.6444697,11.83204861,23.01645255,5.235607639,1.771961806,18.48561343
12/30/2023,83.23153935,224.9472222,10.28936921,20.46099537,4.673101852,1.766574074,24.77954282
12/31/2023,66.33836806,197.5289583,7.076377315,12.71559028,4.927106481,1.432997685,22.21813657
1/1/2024,96.68,249.33,9.82,20.62,5.53,1.62,24.91
1/2/2024,154.75,376.91,23.33,38.95,6.45,2.39,19.6
1/3/2024,192.55,425.98,16.91,22.12,6.21,2.52,20.11
1/4/2024,177.69,420.18,17.46,27.54,6.9,2.01,18.83
1/5/2024,160.36,360.18,13.25,23.17,5.87,1.78,15.62
1/6/2024,152.49,340.27,11.33,21.9,5.81,2.18,14.08
1/7/2024,110.07,274.57,6.93,19.84,6.14,2.5,16.24
1/8/2024,110.42,292.6,11.74,21.88,6.1,2.2,17.45
1/9/2024,118.14,288.67,15.05,24.02,6.14,1.7,17
1/10/2024,108.82,254.79,9.89,23.71,9.98,1.52,21.99
1/11/2024,103.98,267.64,20.81,25.79,9.57,1.48,22.74
1/12/2024,130.34,344.89,13.89,23.48,9.74,1.96,16.79
1/13/2024,140.95,344.84,10.65,21.16,8.3,1.88,18.87
1/14/2024,84.26,209.74,7.07,17.73,5,1.31,22.59
1/15/2024,119.21,321.15,7,18.93,10.17,1.74,19.38
1/16/2024,109.22,287.58,6.25,18.1,12.28,1.62,22.34
1/17/2024,120.01,328.31,5.95,20.29,19.26,1.76,22.11
1/18/2024,126.65,336.03,9.14,18.51,16.87,2.07,17.38
1/19/2024,107.37,301.66,8.41,19.25,17.44,1.97,27.39
1/20/2024,126.56,347.16,7.47,20.15,6.62,1.7,22.85
1/21/2024,133.98,292.48,10.97,16.86,7.17,1.6,20.58
1/22/2024,151.27,369.17,16.08,20.1,8.89,2.07,21.4
1/23/2024,123.78,337.74,8.62,31.7,9.8,1.89,22.2
1/24/2024,115.17,305.73,5.98,19.2,10.74,2.07,36.34
1/25/2024,133.79,334.31,11.22,30.38,5.22,1.69,30.01
1/26/2024,162.1,400.6,13.08,36.27,5.98,2.06,21.21
1/27/2024,128.65,304.56,5.84,18.64,6.27,1.65,29.41
1/28/2024,164.68,392.47,9.06,22.84,7.9,1.96,17.88
1/29/2024,187.11,421.42,15.56,24.9,8.18,2.29,19.38
1/30/2024,183.11,433.88,19.81,25.06,8.9,2.24,22.53
1/31/2024,181.25,479.91,24.71,27.6,9.75,2.63,23.02
2/1/2024,162.38,433.74,26.86,28.95,11.31,2.01,26.12
2/2/2024,146.04,387.7,15.45,35.01,8.45,1.97,25.81
2/3/2024,72.99,221.19,4.7,24.96,7.23,1,28.8
2/4/2024,76.46,227.31,8.66,26.78,8.19,1.07,26.26
2/5/2024,90.94,194.65,6.69,23.41,8.36,1.27,16.1
2/6/2024,54.87,124.82,6.26,21.81,6.97,1,17.6
2/7/2024,62.04,151,5.78,23.68,7.07,1.07,30.15
2/8/2024,72.77,182.4,4.5,21.89,7.09,1.18,34.92
2/9/2024,86.37,221.88,9.85,26.18,7.93,2.03,31.75
2/10/2024,114.91,291.88,13.81,27.57,8.32,2.17,30.93
2/11/2024,132.23,315.12,13.48,26.45,8.75,2.07,30.73
2/12/2024,131.35,327.98,15.86,28.44,9.16,2.03,27.97
2/13/2024,122.38,284.16,7.99,26.6,9.44,1.41,25.12
2/14/2024,78.41,162.46,7.4,19.43,8.78,1.33,17.19
2/15/2024,74.44,175.14,6.9,18.35,8.24,1.22,20.52
2/16/2024,65.98,178.06,7.58,21.93,8.02,1.01,19.72
2/17/2024,92.59,209.74,6.11,24.53,7.53,0.86,30.22
2/18/2024,89.04,217.57,12.49,24.76,6.82,1.13,32.57
2/19/2024,110.42,298.37,20.42,32.06,8.75,1.32,29.53
2/20/2024,108.05,286.92,7.46,32.7,8.94,1.19,29.6
2/21/2024,54.53,163.32,9.39,25.86,8.24,0.81,25.46
2/22/2024,48.16,124.45,8.13,22.83,7,0.7,24.6
2/23/2024,69.66,192.39,7.32,25.39,6.47,0.85,28.82
2/24/2024,81.02,226.26,13.97,30.69,6.78,1.05,29.79
2/25/2024,90.05,233.97,12.26,32.26,7.07,1.02,31.41
2/26/2024,99.68,267.04,12.58,32.88,7.08,1.12,33.03
2/27/2024,101.17,272.96,13.12,30.42,7.38,1.1,34.04
2/28/2024,64.02,157.1,5.69,24.71,7.58,0.78,36.28
2/29/2024,61.41,164.85,6.28,28.66,7.51,0.78,42.82
3/1/2024,76.4,226.22,10.16,28.74,8.26,1.09,33.22
3/2/2024,80.01,229.68,9.11,27.1,8.08,1.04,36.72
3/3/2024,49.34,109.54,6.29,18.28,7.44,0.67,28.19
3/4/2024,48.76,117.55,6.9,18.83,7.65,0.7,29.03
3/5/2024,45.33,123.79,5.22,16.5,6.95,0.62,34.88
3/6/2024,52.89,152.9,5.77,19.98,7.83,0.76,36.77
3/7/2024,61.63,170.11,4.97,21.35,7.84,0.86,42
3/8/2024,63.36,170.98,5.52,21.65,7.97,0.89,37.24
3/9/2024,57.84,162.91,5.43,23.2,7.34,0.94,28.18
3/10/2024,73.95,199.73,6.82,25.07,7.76,1.21,26.56
3/11/2024,89.88,244.07,8.52,24.22,7.35,1.38,22.17
3/12/2024,77.79,195.47,5.39,23.41,8.32,1.05,23.13
3/13/2024,60.65,176.68,7.06,19.97,12.15,1.1,23.41
3/14/2024,86.82,250.32,14,23.5,10.1,1.21,30.34
3/15/2024,87.56,227.59,10.4,23.38,9.54,1.1,32.01
3/16/2024,89.06,230.07,9.36,22.05,9.16,1.03,33.76
3/17/2024,102.62,286.2,9.55,23.01,9.77,1.2,38.4
3/18/2024,113.04,310.06,9.8,25.42,9.86,1.26,38.5
3/19/2024,102.55,245.7,6.6,22.54,9.96,1,32.74
3/20/2024,35.25,93.43,5.92,17.8,8.43,0.61,32.51
3/21/2024,42.62,110.7,7.21,17.68,9.2,0.77,32.32
3/22/2024,87.43,227.26,9.8,20.35,8.04,0.96,27.94
3/23/2024,93.95,256.12,7.82,21.22,6.56,0.97,31.03
3/24/2024,92.66,205.92,5.04,15.64,5.98,0.83,33.8
3/25/2024,116.14,232.86,5.36,15.8,6.44,1.16,34.6
3/26/2024,80.91,186.99,5.19,14.63,5.7,0.7,34.69
3/27/2024,52.83,137.26,4.92,13.63,5.9,0.69,33.51
3/28/2024,54.83,142.44,5.24,13.46,6.7,0.69,36.88
3/29/2024,78.72,184.48,5.47,15.76,6.83,0.92,31.55
3/30/2024,94.5,242.33,4.78,17.24,6.06,0.89,42.14
3/31/2024,69.74,190.9,4.28,16.51,5.75,0.55,36.53
4/1/2024,79.48,246.29,5.17,16.9,6.13,0.59,33.83
4/2/2024,77.49,231.58,4.54,17.63,6.77,0.59,34.23
4/3/2024,72.87,225.87,5.16,20.03,7.78,0.75,29.39
4/4/2024,98.41,287.46,8.66,23.96,8.38,0.97,33.05
4/5/2024,93.5,282.37,7.22,21.59,8.26,0.85,47.02
4/6/2024,80.13,260.32,4.94,19.31,7.56,0.69,49.48
4/7/2024,78.97,278.26,4.29,15.68,8.45,0.64,56.3
4/8/2024,64.09,207.38,7.05,24.4,9.51,0.96,30.52
4/9/2024,80.14,207.15,10.33,21.4,10.91,1.06,31.61
4/10/2024,115.94,277.86,12.47,24.9,8.03,1.21,31.81
4/11/2024,116.41,307.26,7.01,22.41,8.47,0.91,36.27
4/12/2024,82.14,241.51,4.33,15.87,8.2,0.85,49.69
4/13/2024,127.24,297.99,5.76,22.09,7.26,1.22,48.06
4/14/2024,108.25,263.86,7.73,18.83,6.88,1.08,45.33
4/15/2024,114.15,291.43,14.99,23.92,6.98,1.38,45.89
4/16/2024,87.07,252.81,6.17,19.14,6.45,0.7,43.09
4/17/2024,114.4,270.31,5,18.18,7.03,0.63,48.49
4/18/2024,128.53,305.72,4.96,18.27,7.77,0.63,43.48
4/19/2024,128.97,319.07,5.88,18.1,6.04,0.69,39.41
4/20/2024,90.28,256.24,6.28,19,6.4,0.63,48.78
4/21/2024,95.75,276.99,4.98,16.26,7.14,0.62,46.63
4/22/2024,100.68,247.76,5.01,17.9,8.64,0.73,50.58
4/23/2024,81.66,224.44,6.98,20.62,9.16,0.83,41.58
4/24/2024,87.53,224.86,5.55,19.09,7.76,0.68,48.74
4/25/2024,97.42,272.28,6.92,22.9,8.59,0.86,47.86
4/26/2024,106.25,308.95,8.64,25.04,10.86,1.02,43.95
4/27/2024,71.45,225.35,5.48,18.48,8.7,0.69,45.79
4/28/2024,85.99,230.28,5,16.51,8.4,0.78,46.4
4/29/2024,101.96,271.87,5.7,22.61,10.12,0.93,45.12
4/30/2024,120.15,293.34,5.85,24.09,10.91,0.91,49.02
5/1/2024,102.19,258.94,5.21,20.67,9.53,0.76,51.75
5/2/2024,102.76,260.37,4.97,23.6,8.94,0.86,51.02
5/3/2024,118.89,259.99,9.38,34.11,11.83,1.3,42.63
5/4/2024,168.8,354.12,11.87,40.03,13.34,1.56,51.1
5/5/2024,138.88,314.52,5.3,24.49,11.11,1.24,46.04
5/6/2024,66.89,198.98,4.98,15.95,6.69,0.82,32.71
5/7/2024,59.94,202.8,5.99,19.71,7.17,0.74,34.19
5/8/2024,35.67,87.01,9.09,24.78,5.91,0.72,40.11
5/9/2024,42.77,119.77,34.36,48.62,5.67,0.8,39.15
5/10/2024,47.71,110.02,36.45,48.05,6.68,0.82,43.92
5/11/2024,65.77,142.68,19.14,13.59,6.44,0.88,42.43
5/12/2024,55.88,129.58,15.34,10.85,6.14,0.68,44.4
5/13/2024,53.12,133.04,8.79,19.44,6.11,0.77,43.28
5/14/2024,86.21,180.05,3.71,16.69,6.64,0.97,51.77
5/15/2024,100.44,213.14,3.73,18.1,6.13,0.86,53.01
5/16/2024,82.26,183.55,3.89,16.29,5.66,0.91,47.72
5/17/2024,115.84,260.76,8.1,22.94,6.35,1.31,41.89
5/18/2024,113.31,269.99,6.9,24.79,6.28,0.9,39.28
5/19/2024,82.44,197.49,5.8,14.48,5.27,0.64,36.51
5/20/2024,72.63,213.74,5.09,13.61,4.88,0.72,42.64
5/21/2024,53.06,147.89,4.85,17.12,4.82,0.7,46.5
5/22/2024,50.36,147.27,3.83,16.93,4.5,0.69,41.22
5/23/2024,43.18,117.44,4.42,14.47,5.41,0.65,35.18
5/24/2024,58.72,143,5.77,16.26,5.92,0.75,35.02
5/25/2024,68.08,155.71,4.58,15.97,6.53,0.77,48.25
5/26/2024,61.11,137.68,3.57,14.06,5.79,0.72,52.78
5/27/2024,41.33,104.9,6.25,13.4,4.56,0.57,40.6
5/28/2024,48.72,138.96,11.05,20.1,4.6,0.68,52.69
5/29/2024,70.86,177.21,5.41,16.78,6.11,0.97,51.04
5/30/2024,84.4,207.94,6.14,17.93,6.37,0.97,45.31
5/31/2024,40.18,106.01,6.01,24.58,4.72,0.69,39.72
6/1/2024,51.53,121.2,3.48,16.2,5.18,0.74,34.22
6/2/2024,43.24,108.89,3.61,17.28,5.12,0.69,42.21
6/3/2024,75.52,178.46,5.07,21.64,5,0.84,45.68
6/4/2024,67.31,155.01,6.83,20.82,5.54,0.66,47.32
6/5/2024,55,134.14,4.62,20.63,5.64,0.73,46.09
6/6/2024,70.24,196.52,4.13,19.94,4.92,0.64,49.93
6/7/2024,63.16,169.67,3.97,18.43,5.26,0.66,60.1
6/8/2024,78.41,220.44,4.62,18.59,5.71,0.72,59.12
6/9/2024,89.09,248.86,3.1,15.86,5.47,0.78,55
6/10/2024,82.63,194.47,4.11,18.16,5.34,0.91,50.71
6/11/2024,80.94,197.24,4.62,17.15,5.52,0.8,52.81
6/12/2024,75.03,163.94,5.85,17.9,5.4,0.79,51.02
6/13/2024,75.98,175.24,4.97,15.8,4.91,0.76,52.56
6/14/2024,62.97,160.02,6.21,15.69,4.83,0.79,48.36
6/15/2024,57.96,143.26,7.93,15.68,5.06,0.76,45.12
6/16/2024,73.14,170.5,11.37,16.06,5.48,0.77,47.88
6/17/2024,69.02,150.21,7.8,13.47,5.35,0.73,47.46
6/18/2024,71.72,185.23,14.08,15.92,5.22,0.75,42.1
6/19/2024,60.82,151.22,10.15,24,4.55,0.59,39.34
6/20/2024,45.56,95.36,11.23,36.77,5.13,0.63,38.37
6/21/2024,49.29,99.82,8.07,14.58,4.95,0.72,41.55
6/22/2024,62.15,125.03,11.46,18.7,5.28,0.72,44.06
6/23/2024,56.07,113.81,5.1,15.07,5.26,0.6,42
6/24/2024,56.16,115.91,7.96,17.21,4.63,0.68,43.41
6/25/2024,59.68,123.19,7.95,15.32,4.74,0.75,42.04
6/26/2024,51.15,119.98,5.1,13.65,4.94,0.71,42.03
6/27/2024,42.41,97.03,5.9,15.43,5.12,0.72,39.83
6/28/2024,32.33,71.72,6.37,16.74,4.65,0.58,37.07
6/29/2024,35.38,63.97,4.69,15.74,4.4,0.65,35.43
6/30/2024,22.4,43.52,4.4,11.48,3.43,0.45,30.23
7/1/2024,34.95,64.14,4.39,11.95,4.62,0.52,27.28
7/2/2024,22.28,52.45,5.89,14.27,4.48,0.73,23.05
7/3/2024,24.05,49.84,6.07,13.7,4.72,0.69,27.2
7/4/2024,22.12,50.84,4.74,12.03,4.46,0.59,31.22
7/5/2024,25.39,57.65,4.99,13.72,4.54,0.72,27.23
7/6/2024,28.29,70.02,6.49,13.73,4.67,0.6,28.4
7/7/2024,32.63,69.36,4.72,13.34,4.97,0.65,31.5
7/8/2024,40.38,93.91,4.95,13.92,4.95,0.67,31.77
7/9/2024,40.54,105.6,5.01,15.88,5.01,0.71,29.66
7/10/2024,46.31,109.03,5.02,13.54,4.68,0.76,32.74
7/11/2024,33.6,82.46,4.33,13.26,4.8,0.72,29.05
7/12/2024,28,65.11,4.21,13.65,4.64,0.64,28.46
7/13/2024,39.26,100.53,3.71,13.87,5.66,0.72,30
7/14/2024,46.72,106.29,3.8,14.07,6.02,0.74,32.62
7/15/2024,31.93,89.19,4.3,15.01,5.71,0.61,30.46
7/16/2024,24.65,78.33,4.53,15.14,5.62,0.6,31.95
7/17/2024,27.14,71.09,4.9,14.73,5.14,1.26,30.54
7/18/2024,32.74,95.91,5.8,17.5,4.8,1.03,34.57
7/19/2024,35.44,94.8,6.97,19.31,4.85,0.93,42.88
7/20/2024,30.65,88.54,13.71,24.01,5.15,0.54,44.48
7/21/2024,24.34,66.81,14.38,26.28,5.36,0.56,36.99
7/22/2024,20.73,55.92,8.16,15.41,5.28,0.54,35.27
7/23/2024,21.02,49.71,6.07,15.79,5.18,0.66,34.75
7/24/2024,20.68,49.73,7.18,15.8,5.21,0.61,34.26
7/25/2024,30.84,65.3,8,17.96,5.25,0.7,37.75
7/26/2024,31.59,75.35,7.47,22.49,5.62,0.86,38.6
7/27/2024,25.95,67.42,6.21,18.71,5,0.48,34.52
7/28/2024,26.98,66.56,6.64,20.24,5.49,0.66,29.08
7/29/2024,33.07,84.5,6.33,20.9,5.34,0.7,33.66
7/30/2024,35.28,89.89,7.53,20.65,5.62,0.65,38.13
7/31/2024,34.51,86.91,5.41,20.67,5.95,0.74,34.89
8/1/2024,21.02,43.18,8.58,20.36,5.54,0.65,30.8
8/2/2024,14.12,38.31,9.38,15.52,5.56,0.55,29.89
8/3/2024,20.63,48.28,5.76,17.21,6.26,0.6,24.98
8/4/2024,22.48,51.8,4.58,17.68,6.87,0.61,26.14
8/5/2024,36.6,72.42,6.94,21.92,6.52,0.87,26.78
8/6/2024,26.45,62.27,6.53,20.65,5.91,0.7,26.46
8/7/2024,32.01,64.96,5.72,20.4,5.71,0.58,30.12
8/8/2024,33.47,66.14,4.5,18.66,6.16,0.56,31.22
8/9/2024,28.25,61.86,5.8,18.12,5.67,0.75,30.66
8/10/2024,29.31,58.09,4.78,15.38,4.52,0.66,31.97
8/11/2024,17.52,41.38,5.03,14.23,4.78,0.61,30.19
8/12/2024,23.93,52.79,4.38,15.85,5.18,0.65,29.07
8/13/2024,39.36,94.17,6.51,22.91,5.17,0.76,31.91
8/14/2024,42.65,97.73,5.49,22.4,5.88,0.69,35.26
8/15/2024,34.36,88.74,5.62,20.78,5.19,0.72,36.84
8/16/2024,38.52,96.72,5.17,21.46,5.65,0.83,38.59
8/17/2024,36.88,96.79,6.38,18.11,5.56,1.04,35.29
8/18/2024,23.53,72.46,5.75,15.32,5.67,0.76,30.43
8/19/2024,25.44,52.71,5.34,12.89,5.13,0.75,30.83
8/20/2024,14.88,36.44,5.92,13.82,4.48,0.85,30
8/21/2024,18.92,45.41,5.01,12.66,4.65,1.15,32.05
8/22/2024,26.56,59.56,4.52,14.34,4.92,1.24,33.12
8/23/2024,18.63,39.67,5.8,13.09,5.25,0.92,31.28
8/24/2024,30.79,64.36,6.06,13.46,4.57,0.83,36.78
8/25/2024,32.1,69.19,4.4,14.02,4.76,0.79,37.88
8/26/2024,24.62,59.87,4.2,12.88,5.02,0.8,36.34
8/27/2024,27.27,59,5.24,12.84,4.49,0.89,29
8/28/2024,37.51,82.19,8.12,14.79,4.26,1.08,32.15
8/29/2024,55.39,112.46,8,13.68,4.16,0.99,27.87
8/30/2024,41.7,95.15,7.3,15.57,4.41,0.85,23.63
8/31/2024,49.48,112.57,5.83,13.74,4.36,0.88,30.05
9/1/2024,34.79,72.8,7.72,12.2,4.58,0.87,32.47
9/2/2024,33.14,66.96,8.16,10.74,4.96,1.08,39.34
9/3/2024,38.24,87.26,3.47,15.09,4.36,1.2,32.61
9/4/2024,36.89,81.67,4.7,17.67,4.68,1.25,44.75
9/5/2024,41.83,76.68,6.72,20.82,4.11,0.65,30.88
9/6/2024,39.21,73.38,9.07,18.52,4.16,0.7,25.57
9/7/2024,57.06,96.35,6.12,18.1,4.52,0.7,35.46
9/8/2024,38.88,80.46,5.22,16.92,4.82,0.51,38.76
9/9/2024,26.63,63.46,3.64,16.56,5.03,0.46,38.7
9/10/2024,21.85,61.77,3.9,17.7,5.39,0.57,42.31
9/11/2024,22.43,62.71,4.84,25.42,4.81,0.55,40.62
9/12/2024,47.41,88.08,10.03,22.14,5.13,0.79,44.93
9/13/2024,51.94,121.61,9.1,19.92,4.94,1.03,47.34
9/14/2024,40.59,76.13,11.33,17.75,5.06,1.36,46.54
9/15/2024,24.84,67.9,7.41,17.58,5.01,1.33,40.3
9/16/2024,29.14,68.35,6.06,14.24,4.94,0.91,33.03
9/17/2024,37.75,81.23,4.4,15.12,5.47,0.88,31.98
9/18/2024,41.2,87.45,8.85,22.02,5.22,0.97,42.53
9/19/2024,64.02,133.43,10.14,32.08,5.74,1.04,42.21
9/20/2024,42.2,103.08,7.96,23.22,5.68,1.03,39.85
9/21/2024,45.66,111.5,9.4,22.25,5.51,1.01,27.2
9/22/2024,47.96,122.09,6.55,19.71,5.78,1.08,26.03
9/23/2024,55.72,132.39,8.62,24.64,6.37,1.05,28.61
9/24/2024,45.51,86.99,7.23,22.08,5.58,0.86,31.9
9/25/2024,21.4,40.59,4.14,14.54,5.56,0.82,36.25
9/26/2024,13.79,28.83,6.21,15.55,5.44,0.84,29.02
9/27/2024,18.33,37.65,4.61,15.93,4.94,0.71,30.47
9/28/2024,21.86,44.88,5.85,15.94,4.74,0.8,26.77
9/29/2024,31.88,73.48,6.56,14.54,5.07,0.87,26.39
9/30/2024,52.36,111.68,8.92,19.03,5.53,0.94,26.98
10/1/2024,43.54,109.3,10.33,22.02,4.91,0.94,37.97
10/2/2024,72.74,184.55,9.14,27.83,5.45,1.09,31.39
10/3/2024,75.18,147.18,7.59,26.27,5.03,0.88,28.26
10/4/2024,31.46,78.12,6.53,21.78,4.12,0.83,31.35
10/5/2024,30.48,69.52,4.38,19.71,4.07,0.81,32.86
10/6/2024,25.15,58.96,4.66,20.15,3.62,0.87,34.99
10/7/2024,52.1,106.83,4.48,20.98,4.44,0.92,40.45
10/8/2024,65.69,157.32,7.29,26.25,4.48,1,37.66
10/9/2024,47.28,139.72,10.82,27.4,4.57,1.08,43.46
10/10/2024,52.46,122.12,5.57,23.76,4.59,0.99,33.82
10/11/2024,72.88,149.07,4.65,22.46,5.14,1.1,28.35
10/12/2024,78.13,161.36,5.3,22.94,5.25,1.09,26.37
10/13/2024,71.61,141.94,4.75,22.39,5.48,1.07,28.94
10/14/2024,89.64,209.17,10.19,29.78,5.92,1.22,32.63
10/15/2024,86.79,189.58,11.59,38.15,5.69,1.09,21.47
10/16/2024,75.89,205.73,13.98,48.19,5.88,1.26,34.31
10/17/2024,103.84,258.24,14.81,46.15,6.26,1.26,29.55
10/18/2024,95.79,227.4,9.68,28.8,7.55,1.3,18.73
10/19/2024,94,233.25,11.03,26.53,5.7,1.27,11.31
10/20/2024,97.38,208.04,8.28,20.99,5.43,1.22,12.03
10/21/2024,93.14,210.21,10.69,23.92,5.91,1.26,15.13
10/22/2024,75.13,204.17,11.88,25.4,5.91,1.21,13.74
10/23/2024,75.04,197.14,12.83,26.73,6.42,1.15,13.47
10/24/2024,29.93,82.73,5.34,13.65,5.27,0.74,20.16
10/25/2024,21.93,53.52,6.09,13.2,6.02,0.87,25.28
10/26/2024,31.76,61.97,3.78,11.36,5.95,0.89,19.07
10/27/2024,47.26,81.18,6.53,15.21,7.03,1.15,18.67
10/28/2024,91.12,221.1,9.84,28.42,8.39,1.48,23.19
10/29/2024,104.56,242.45,9.3,32.52,8.34,1.34,23.61
10/30/2024,80.66,189.06,6.03,27.92,8.13,1.2,22.74
10/31/2024,87.53,186.09,5.02,23.45,7.86,1.11,24.84
11/1/2024,113.23,234.33,4.5,25.1,7.21,1.22,20.24
11/2/2024,129.35,274.9,5.86,28.9,8.18,1.44,22.23
11/3/2024,97,239.26,7.3,28.94,8.21,1.45,21.78
11/4/2024,106.58,276.05,8.69,35.55,8.06,1.49,23.8
11/5/2024,95.59,253.63,9.8,35.87,8.84,1.47,25.19
11/6/2024,93.5,231.85,10.19,35.06,8.56,1.45,26.14
11/7/2024,87.23,215.73,5.46,25.99,8.13,1.32,27.42
11/8/2024,75.61,194.16,5.57,27.9,7.73,1.23,25.54
11/9/2024,81.28,216.5,7.89,33.27,8.83,1.35,25.32
11/10/2024,107.01,263.61,7.54,33.6,9.44,1.41,22.88
11/11/2024,140.36,330.41,7.36,38.39,10.74,1.6,20.92
11/12/2024,150.31,371.56,8.41,39.75,9.55,1.72,22.17
11/13/2024,122.21,299.26,8.85,39.39,8.08,1.3,22.28
11/14/2024,78.94,198.79,8.05,38.35,7.49,1.2,24.18
11/15/2024,118.96,265.96,8.26,40.85,8.73,1.44,25.81
11/16/2024,134.23,301.84,9.24,45.41,9.43,1.79,26.52
11/17/2024,150.42,317.35,9.97,46.63,10.68,1.96,28.5
11/18/2024,135.6,345.85,11.56,49.38,10.38,2.1,29.37
11/19/2024,111.68,275.86,13.04,44.39,9.56,1.68,28.16
11/20/2024,129.43,288.83,6.69,37.34,9.1,1.56,33.74
11/21/2024,132.16,273.58,10.48,40.42,9.18,1.57,32.35
11/22/2024,146.63,336.21,8.13,34.68,9.45,1.61,30.04
11/23/2024,142.32,366.57,11.07,35.92,10.2,1.74,28.53
11/24/2024,131.88,315.36,6.32,30.68,9.69,1.54,27.56
11/25/2024,89.23,208.32,7.22,30.1,8.92,1.67,25.92
11/26/2024,92.78,210.79,9.79,29.35,9.25,1.58,26.67
11/27/2024,151.57,245.68,7.32,26.29,10.3,1.86,24.16
11/28/2024,141.78,304.34,8.26,26.18,9.59,2.12,26.17
11/29/2024,92.91,239.15,8.23,26.38,7.56,1.61,27.72
11/30/2024,73.8,201.05,8.01,26.61,5.65,1.38,29.53
12/1/2024,81.9,214.75,8.61,27.72,5.88,1.4,30.83
12/2/2024,101.22,265.04,6.96,26.05,6.22,1.66,28.96
12/3/2024,108.15,292.56,7.91,28.36,6.36,1.52,27.36
12/4/2024,104.92,271.24,4.27,24.39,5.7,1.2,31.66
12/5/2024,96.19,281.37,5.28,26.05,5.31,1.16,30.35
12/6/2024,103.12,282.73,6.15,28.56,5.86,1.48,36.72
12/7/2024,126.65,320.04,10.61,30.67,6.46,1.72,38.43
12/8/2024,120.94,301.68,7.35,31.23,6.79,1.66,44.72
12/9/2024,119.52,296.86,5.84,27.77,7.1,1.77,41.11
12/10/2024,117.06,314.49,5.6,28.98,5.6,1.3,31.58
12/11/2024,114.68,284.21,7.24,28.14,5.64,1.47,34.95
12/12/2024,117.05,307.02,4.97,27.67,6.12,1.58,37.88
12/13/2024,128.18,326.89,3.31,27.48,6.45,1.43,38.36
12/14/2024,121.22,302.5,3.47,26.39,6.29,1.59,37.93
12/15/2024,134.28,352,4.75,50.69,7.12,1.77,37.34
12/16/2024,131.45,342.46,10.27,48.8,7.1,1.64,33.26
12/17/2024,124.62,294.42,14.13,34.97,7.41,1.74,32.27
12/18/2024,107.9,223.88,17.63,31.13,6.47,1.54,33.57
12/19/2024,117.32,253.27,16.59,31.48,7.58,1.97,33.81
12/20/2024,111,251.71,22.3,30.4,7.94,1.55,27.46
12/21/2024,117.98,284.84,15.33,31.5,7.98,1.31,29.98
12/22/2024,98.13,222.72,11.11,27.05,7.37,1.1,28.94
12/23/2024,109.88,252.76,18.3,30.64,8.2,1.35,35.57
12/24/2024,141.62,313.48,13.56,32.25,8.08,2.22,42.96
12/25/2024,129.9,321.08,9.66,30.59,7.62,2.04,28.28
12/26/2024,129.14,279.01,9.41,30.65,7.13,1.7,26.24
12/27/2024,128.21,255.44,10.97,30.54,7.78,1.82,28.07
12/28/2024,126.15,256.99,5.68,27.87,6.96,1.32,25.66
12/29/2024,109.13,196.72,3.78,22.13,7.07,1.2,24.97
